,Title,Price,Kilometers Driven,Fuel Type,Location,Year,Make,Model,Variant,Car Age,Trim Level,Power Indicator
5445,2019 Maruti Suzuki Alto 800 VXi,280000.0,21000.0,Petrol,Hyderabad,2019,Maruti,Suzuki,Alto 800 VXi,5,Base,Standard
5446,2012 BMW 3 Series 320d Luxury Line,1400000.0,75000.0,Diesel,HITEC City,2012,BMW,3,Series 320d Luxury Line,12,Luxury,Standard
5447,2016 Hyundai Grand i10 Era 1.2 Kappa VTVT [2013-2016],450000.0,90000.0,Petrol,Diamond Point,2016,Hyundai,Grand,i10 Era 1.2 Kappa VTVT,8,Base,Standard
5448,2019 Jeep Compass Limited Plus Petrol AT [2018-2020],1500000.0,59000.0,Petrol,Manikonda,2019,Jeep,Compass,Limited Plus Petrol AT,5,Base,Standard
5449,2019 Mahindra Thar CRDe 4x4 ABS,1000000.0,11112.0,Diesel,Kavadiguda,2019,Mahindra,Thar,CRDe 4x4 ABS,5,Base,Standard
5450,2019 Hyundai Verna SX Plus 1.6 CRDi AT,1050000.0,28000.0,Diesel,Hyderabad,2019,Hyundai,Verna,SX Plus 1.6 CRDi AT,5,Base,Standard
5451,2019 Tata Hexa XT 4x4 Dual Tone 6 STR,1100000.0,90000.0,Diesel,Pragathi Nagar,2019,Tata,Hexa,XT 4x4 Dual Tone 6 STR,5,Base,Standard
5452,2018 Maruti Suzuki Baleno Zeta 1.2,500000.0,125000.0,Petrol,Hyderabad,2018,Maruti,Suzuki,Baleno Zeta 1.2,6,Base,Standard
5453,2011 Tata Indica V2 LS,245000.0,54000.0,Diesel,Hyderabad,2011,Tata,Indica,V2 LS,13,Base,Standard
5454,2022 Maruti Suzuki S-Presso Vxi Plus [2022-2023],520000.0,38000.0,Petrol,Lal Bahadur Nagar,2022,Maruti,Suzuki,S-Presso Vxi Plus,2,Base,Standard
5455,2017 Maruti Suzuki Swift Dzire VDI,610000.0,94000.0,Diesel,Kukkatpally,2017,Maruti,Suzuki,Swift Dzire VDI,7,Base,Standard
5456,2021 Tata Nexon XZA Plus (O) Dual Tone,1050000.0,55000.0,Petrol,Kavadiguda,2021,Tata,Nexon,XZA Plus (O) Dual Tone,3,Base,Standard
5457,2022 Maruti Suzuki S-Presso Vxi Plus [2022-2023],520000.0,38000.0,Petrol,Lal Bahadur Nagar,2022,Maruti,Suzuki,S-Presso Vxi Plus,2,Base,Standard
5458,2024 Mahindra Thar Roxx AX5 L Diesel AT 2WD,1584000.0,20000.0,Diesel,Quthbullapur,2024,Mahindra,Thar,Roxx AX5 L Diesel AT 2WD,0,Base,Standard
5459,2015 Honda City V Diesel,505555.0,95000.0,Diesel,Hyderabad,2015,Honda,City,V Diesel,9,Base,Standard
5460,2011 Tata Indica V2 LS,245000.0,54000.0,Diesel,Hyderabad,2011,Tata,Indica,V2 LS,13,Base,Standard
5461,2020 Toyota Innova Crysta G 2.4 8 STR,2150000.0,40200.0,Diesel,Hyderabad,2020,Toyota,Innova,Crysta G 2.4 8 STR,4,Base,Standard
5462,2018 Hyundai Santro Sportz [2018-2020],475000.0,23000.0,Petrol,Gachibowli,2018,Hyundai,Santro,Sportz,6,Sport,Standard
5463,2018 Maruti Suzuki Dzire VXi,600000.0,32000.0,Petrol,Kondapur,2018,Maruti,Suzuki,Dzire VXi,6,Base,Standard
5464,2019 Maruti Suzuki S-Presso VXi Plus,415000.0,46000.0,Petrol,Vanasthalipuram,2019,Maruti,Suzuki,S-Presso VXi Plus,5,Base,Standard
5465,2019 Jeep Compass Limited Plus Petrol AT [2018-2020],1500000.0,59000.0,Petrol,Manikonda,2019,Jeep,Compass,Limited Plus Petrol AT,5,Base,Standard
5466,2016 Hyundai Grand i10 Era 1.2 Kappa VTVT [2013-2016],450000.0,90000.0,Petrol,Diamond Point,2016,Hyundai,Grand,i10 Era 1.2 Kappa VTVT,8,Base,Standard
5467,2019 Hyundai Verna SX Plus 1.6 CRDi AT,1050000.0,28000.0,Diesel,Hyderabad,2019,Hyundai,Verna,SX Plus 1.6 CRDi AT,5,Base,Standard
5468,2019 Mahindra Thar CRDe 4x4 ABS,1000000.0,11112.0,Diesel,Kavadiguda,2019,Mahindra,Thar,CRDe 4x4 ABS,5,Base,Standard
5469,2018 Maruti Suzuki Baleno Zeta 1.2,500000.0,125000.0,Petrol,Hyderabad,2018,Maruti,Suzuki,Baleno Zeta 1.2,6,Base,Standard
5470,2019 Tata Hexa XT 4x4 Dual Tone 6 STR,1100000.0,90000.0,Diesel,Pragathi Nagar,2019,Tata,Hexa,XT 4x4 Dual Tone 6 STR,5,Base,Standard
5471,2017 Maruti Suzuki Swift Dzire VDI,610000.0,94000.0,Diesel,Kukkatpally,2017,Maruti,Suzuki,Swift Dzire VDI,7,Base,Standard
5472,2007 Maruti Suzuki Alto Std,150000.0,125000.0,Petrol,Hyderabad,2007,Maruti,Suzuki,Alto Std,17,Base,Standard
5473,2019 Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],800000.0,56000.0,Petrol,Sree Colony,2019,Maruti,Suzuki,Ciaz Alpha Hybrid 1.5,5,Base,Standard
5474,2024 Honda Amaze E 1.2 Petrol MT,600000.0,2000.0,Petrol,A Gs Office,2024,Honda,Amaze,E 1.2 Petrol MT,0,Base,Standard
5475,2016 Tata Nano GenX XTA,199000.0,43000.0,Petrol,Quthbullapur,2016,Tata,Nano,GenX XTA,8,Base,Standard
5476,2018 Skoda Superb L&K TDI AT,1800000.0,110000.0,Diesel,Nallagandla,2018,Skoda,Superb,L&K TDI AT,6,Base,Standard
5477,2018 Toyota Fortuner 2.8 4x2 MT [2016-2020],3100000.0,116000.0,Diesel,Dr A S Raonagar Colony,2018,Toyota,Fortuner,2.8 4x2 MT,6,Base,Standard
5478,2022 Tata Safari XZ,1975000.0,6945.0,Diesel,Barkatpura,2022,Tata,Safari,XZ,2,Base,Standard
5479,2024 Renault Triber RXE,450000.0,30000.0,Petrol,Raja Bollaram,2024,Renault,Triber,RXE,0,Base,Standard
5480,2010 Ford Figo Duratec Petrol ZXI 1.2,150000.0,60000.0,Petrol,Hyderabad,2010,Ford,Figo,Duratec Petrol ZXI 1.2,14,Base,Standard
5481,2024 Mahindra Thar AX (O) Convertible Top Diesel MT 4WD,1500000.0,10000.0,Diesel,Erragadda,2024,Mahindra,Thar,AX (O) Convertible Top Diesel MT 4WD,0,Base,Standard
5482,2011 Hyundai i20 Asta 1.4 CRDI,260000.0,100231.0,Diesel,Ahmed Nagar,2011,Hyundai,i20,Asta 1.4 CRDI,13,Base,Standard
5483,2023 MG ZS EV Exclusive,2600000.0,32000.0,Electric,Vanasthalipuram,2023,MG,ZS,EV Exclusive,1,Base,Standard
5484,2013 Mahindra Quanto C8,400000.0,82326.0,Diesel,Hyder Nagar,2013,Mahindra,Quanto,C8,11,Base,Standard
5485,2022 Maruti Suzuki Ertiga ZXi CNG,1250000.0,43000.0,CNG,Hyderabad,2022,Maruti,Suzuki,Ertiga ZXi CNG,2,Base,Standard
5486,2009 Tata Nano CX,40000.0,65000.0,Petrol,B K Guda,2009,Tata,Nano,CX,15,Base,Standard
5487,2012 Skoda Rapid Ambition 1.6 TDI CR MT,400000.0,185000.0,Diesel,HITEC City,2012,Skoda,Rapid,Ambition 1.6 TDI CR MT,12,Base,Standard
5488,2016 Tata Nano GenX XTA,199000.0,43000.0,Petrol,Quthbullapur,2016,Tata,Nano,GenX XTA,8,Base,Standard
5489,2018 Skoda Superb L&K TDI AT,1800000.0,110000.0,Diesel,Nallagandla,2018,Skoda,Superb,L&K TDI AT,6,Base,Standard
5490,2018 Toyota Fortuner 2.8 4x2 MT [2016-2020],3100000.0,116000.0,Diesel,Dr A S Raonagar Colony,2018,Toyota,Fortuner,2.8 4x2 MT,6,Base,Standard
5491,2022 Tata Safari XZ,1975000.0,6945.0,Diesel,Barkatpura,2022,Tata,Safari,XZ,2,Base,Standard
5492,2024 Renault Triber RXE,450000.0,30000.0,Petrol,Raja Bollaram,2024,Renault,Triber,RXE,0,Base,Standard
5493,2015 Maruti Suzuki Swift Dzire VXI,450000.0,127000.0,Petrol,Hyderabad,2015,Maruti,Suzuki,Swift Dzire VXI,9,Base,Standard
5494,2019 Ford Figo Titanium Blu 1.2 Ti-VCT [2019-2020],500000.0,47000.0,Petrol,Nallagandla,2019,Ford,Figo,Titanium Blu 1.2 Ti-VCT,5,Base,Standard
5495,2018 Maruti Suzuki Baleno Alpha 1.3,500000.0,100.0,Diesel,Falaknuma Hyd,2018,Maruti,Suzuki,Baleno Alpha 1.3,6,Base,Standard
5496,2018 Maruti Suzuki Swift LDi Special Edition,630000.0,65000.0,Diesel,Ramachandrapuram,2018,Maruti,Suzuki,Swift LDi Special Edition,6,Base,Standard
5497,2021 Skoda Kushaq Style 1.5L TSI DSG,1700000.0,45000.0,Petrol,Kokapet,2021,Skoda,Kushaq,Style 1.5L TSI DSG,3,Base,Standard
5498,2022 Tata Punch Adventure AMT [2021-2023],700000.0,25000.0,Petrol,Begumpet Police Lines,2022,Tata,Punch,Adventure AMT,2,Base,Standard
5499,2010 Maruti Suzuki Wagon R 1.0 VXi,250000.0,115000.0,Petrol,Hyderabad,2010,Maruti,Suzuki,Wagon R 1.0 VXi,14,Base,Standard
5500,2010 BMW 3 Series 320d Highline Sedan,650000.0,125000.0,Diesel,Hyderabad,2010,BMW,3,Series 320d Highline Sedan,14,Base,Standard
5501,2016 Renault Kwid 1.0 RXT AMT Opt [2016-2019],422000.0,10000.0,Petrol,Boduppal,2016,Renault,Kwid,1.0 RXT AMT Opt,8,Base,Standard
5502,2017 Ford EcoSport Titanium 1.5L Ti-VCT AT,675000.0,69500.0,Petrol,Lallapet,2017,Ford,EcoSport,Titanium 1.5L Ti-VCT AT,7,Base,Standard
5503,2021 Maruti Suzuki Ertiga VXi,900000.0,110000.0,Petrol,Medipally,2021,Maruti,Suzuki,Ertiga VXi,3,Base,Standard
5504,2016 Renault Kwid 1.0 RXT AMT Opt [2016-2019],422000.0,10000.0,Petrol,Boduppal,2016,Renault,Kwid,1.0 RXT AMT Opt,8,Base,Standard
5505,2019 Ford Figo Titanium Blu 1.2 Ti-VCT [2019-2020],500000.0,47000.0,Petrol,Nallagandla,2019,Ford,Figo,Titanium Blu 1.2 Ti-VCT,5,Base,Standard
5506,2017 Ford EcoSport Titanium 1.5L Ti-VCT AT,675000.0,69500.0,Petrol,Lallapet,2017,Ford,EcoSport,Titanium 1.5L Ti-VCT AT,7,Base,Standard
5507,2010 BMW 3 Series 320d Highline Sedan,650000.0,125000.0,Diesel,Hyderabad,2010,BMW,3,Series 320d Highline Sedan,14,Base,Standard
5508,2016 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],1700000.0,155000.0,Diesel,Hyderabad,2016,Toyota,Innova,Crysta 2.4 ZX 7 STR,8,Base,Standard
5509,2020 Maruti Suzuki Dzire VXi,450000.0,80000.0,Petrol,A Gs Office,2020,Maruti,Suzuki,Dzire VXi,4,Base,Standard
5510,2012 Fiat Linea Dynamic 1.3,150000.0,227000.0,Diesel,Kothaguda,2012,Fiat,Linea,Dynamic 1.3,12,Base,Standard
5511,2013 Mahindra XUV500 W8,800000.0,70887.0,Diesel,Nallagandla,2013,Mahindra,XUV500,W8,11,Base,Standard
5512,2017 Maruti Suzuki Celerio ZXi [2017-2019],450000.0,65000.0,Petrol,Dr A S Raonagar Colony,2017,Maruti,Suzuki,Celerio ZXi,7,Base,Standard
5513,2021 Kia Sonet HTX Plus 1.0 iMT,1100000.0,33000.0,Petrol,Pragathi Nagar,2021,Kia,Sonet,HTX Plus 1.0 iMT,3,Base,Standard
5514,2012 Nissan Micra XV Diesel,300000.0,100000.0,Diesel,Asif Nagar,2012,Nissan,Micra,XV Diesel,12,Base,Standard
5515,2012 Ford Figo Duratorq Diesel Titanium 1.4,280000.0,110000.0,Diesel,Bandlaguda Jagir,2012,Ford,Figo,Duratorq Diesel Titanium 1.4,12,Base,Standard
5516,2023 Tata Safari XE,1941000.0,2000.0,Diesel,Safilguda,2023,Tata,Safari,XE,1,Base,Standard
5517,2021 Kia Sonet HTX 1.0 DCT,1050000.0,28000.0,Petrol,Bandlaguda Jagir,2021,Kia,Sonet,HTX 1.0 DCT,3,Base,Standard
5518,2017 Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],400000.0,50000.0,Petrol,Hyderabad,2017,Hyundai,Grand,i10 Sportz (O) 1.2 Kappa VTVT,7,Sport,Standard
5519,2011 Maruti Suzuki Ritz GENUS VDI,250000.0,150000.0,Diesel,Hyderabad,2011,Maruti,Suzuki,Ritz GENUS VDI,13,Base,Standard
5520,2022 Mitsubishi Challenger 2.8 Diesel,1000000.0,30000.0,Diesel,Manikonda,2022,Mitsubishi,Challenger,2.8 Diesel,2,Base,Standard
5521,2021 Maruti Suzuki Baleno Delta,725000.0,67000.0,Petrol,Chintalmet,2021,Maruti,Suzuki,Baleno Delta,3,Base,Standard
5522,2021 Maruti Suzuki Ertiga VXi,900000.0,110000.0,Petrol,Medipally,2021,Maruti,Suzuki,Ertiga VXi,3,Base,Standard
5523,2021 Maruti Suzuki Ertiga VXi,800000.0,30000.0,Petrol,Hyderabad,2021,Maruti,Suzuki,Ertiga VXi,3,Base,Standard
5524,2016 Ford Aspire Ambiente 1.5 TDCi,260000.0,208300.0,Diesel,Saidabad,2016,Ford,Aspire,Ambiente 1.5 TDCi,8,Base,Standard
5525,2016 Ford Aspire Titanium1.5 TDCi,550000.0,60000.0,Diesel,Bandlaguda Jagir,2016,Ford,Aspire,Titanium1.5 TDCi,8,Base,Standard
5526,2023 Maruti Suzuki Brezza LXi [2022-2023],900000.0,17000.0,Petrol,Kphb Colony,2023,Maruti,Suzuki,Brezza LXi,1,Base,Standard
5527,2016 Maruti Suzuki Baleno Alpha 1.3,570000.0,98000.0,Diesel,Hyderabad,2016,Maruti,Suzuki,Baleno Alpha 1.3,8,Base,Standard
5528,2023 Tata Safari XE,1941000.0,2000.0,Diesel,Safilguda,2023,Tata,Safari,XE,1,Base,Standard
5529,2012 Ford Figo Duratorq Diesel Titanium 1.4,280000.0,110000.0,Diesel,Bandlaguda Jagir,2012,Ford,Figo,Duratorq Diesel Titanium 1.4,12,Base,Standard
5530,2023 Maruti Suzuki Brezza LXi [2022-2023],900000.0,17000.0,Petrol,Kphb Colony,2023,Maruti,Suzuki,Brezza LXi,1,Base,Standard
5531,2024 Tata Punch Creative Dual Tone MT Sunroof,850000.0,10000.0,Petrol,Bhoodan Pochampally,2024,Tata,Punch,Creative Dual Tone MT Sunroof,0,Base,Standard
5532,2021 Hyundai Creta E 1.5 Petrol [2020-2022],1180000.0,21000.0,Petrol,Hyderabad,2021,Hyundai,Creta,E 1.5 Petrol,3,Base,Standard
5533,2023 Hyundai Venue S (O) 1.2 Petrol [2023],910000.0,30000.0,Petrol,Survey Of India,2023,Hyundai,Venue,S (O) 1.2 Petrol [],1,Base,Standard
5534,2010 Mercedes-Benz E-Class E350,2000000.0,106610.0,Petrol,Banjara Hills Hyderabad,2010,Mercedes-Benz,E-Class,E350,14,Base,Standard
5535,2020 Maruti Suzuki Vitara Brezza ZXI Plus Dual Tone,1000000.0,70000.0,Petrol,Hyderabad,2020,Maruti,Suzuki,Vitara Brezza ZXI Plus Dual Tone,4,Base,Standard
5536,2017 Tata Tiago Revotron XZ,450000.0,45430.0,Petrol,Hyderabad,2017,Tata,Tiago,Revotron XZ,7,Base,Standard
5537,2020 Maruti Suzuki Wagon R VXi (O) 1.2,550000.0,28500.0,Petrol,Chilkalguda,2020,Maruti,Suzuki,Wagon R VXi (O) 1.2,4,Base,Standard
5538,2015 Hyundai i10 Era 1.1 iRDE2 [2010-2017],400000.0,44000.0,Petrol,Doodh Bowli,2015,Hyundai,i10,Era 1.1 iRDE2,9,Base,Standard
5539,2012 Renault Duster 110 PS RxZ Diesel,380000.0,78000.0,Diesel,Hyderabad,2012,Renault,Duster,110 PS RxZ Diesel,12,Base,Standard
5540,2014 Hyundai Eon Magna +,225000.0,45000.0,Petrol,Hyderabad,2014,Hyundai,Eon,Magna +,10,Base,Standard
5541,2011 Maruti Suzuki Swift Dzire ZXi 1.2 BS-IV,260000.0,85000.0,Petrol,Gajularamaram,2011,Maruti,Suzuki,Swift Dzire ZXi 1.2 BS-IV,13,Base,Standard
5542,2016 Maruti Suzuki S-Cross Alpha 1.3,700000.0,64000.0,Diesel,Erragadda,2016,Maruti,Suzuki,S-Cross Alpha 1.3,8,Base,Standard
5543,2015 Volkswagen Polo Comfortline 1.2L (P),443000.0,67290.0,Petrol,Hyderabad,2015,Volkswagen,Polo,Comfortline 1.2L (P),9,Base,Standard
5544,2021 Tata Nexon XM (S) Diesel [2020-2023],1050000.0,31000.0,Diesel,Hyderabad,2021,Tata,Nexon,XM (S) Diesel,3,Base,Standard
5545,2020 Kia Seltos HTX IVT 1.5 [2019-2020],1150000.0,75500.0,Petrol,Hyderabad,2020,Kia,Seltos,HTX IVT 1.5,4,Base,Standard
5546,2018 Honda Amaze 1.2 V CVT Petrol [2018-2020],700000.0,16304.0,Petrol,Hyderabad,2018,Honda,Amaze,1.2 V CVT Petrol,6,Base,Standard
5547,2010 Hyundai i10 Magna 1.1 iRDE2 [2010-2017],265000.0,91201.0,Petrol,Hyderabad,2010,Hyundai,i10,Magna 1.1 iRDE2,14,Base,Standard
5548,2024 Maruti Suzuki Baleno Alpha MT,700000.0,10000.0,Petrol,Bolarum,2024,Maruti,Suzuki,Baleno Alpha MT,0,Base,Standard
5549,2017 Hyundai Xcent S CRDi,330000.0,66000.0,Diesel,Hyderabad,2017,Hyundai,Xcent,S CRDi,7,Base,Standard
5550,2013 Maruti Suzuki Alto 800 Lxi CNG,224000.0,84000.0,CNG,Hyderabad,2013,Maruti,Suzuki,Alto 800 Lxi CNG,11,Base,Standard
5551,2007 Chevrolet Aveo U-VA 1.2,220000.0,70000.0,Petrol,Patancheru,2007,Chevrolet,Aveo,U-VA 1.2,17,Base,Standard
5552,2022 Mahindra Thar LX Hard Top Diesel AT,1750000.0,45000.0,Diesel,Doolapalli,2022,Mahindra,Thar,LX Hard Top Diesel AT,2,Base,Standard
5553,2010 Hyundai i10 Era,200000.0,89664.0,Petrol,Hyderabad,2010,Hyundai,i10,Era,14,Base,Standard
5554,2022 Kia Sonet GTX Plus 1.5 Dual Tone,1400000.0,80000.0,Diesel,Gachibowli,2022,Kia,Sonet,GTX Plus 1.5 Dual Tone,2,Base,GT
5555,2017 Maruti Suzuki Ciaz Delta 1.4 MT,650000.0,57000.0,Petrol,Mathrusree Nagar,2017,Maruti,Suzuki,Ciaz Delta 1.4 MT,7,Base,Standard
5556,2023 Kia Sonet HTK Plus 1.2,1000000.0,15000.0,Petrol,Ameerpet,2023,Kia,Sonet,HTK Plus 1.2,1,Base,Standard
5557,2018 Ford Jeep 4X4,650000.0,86000.0,Petrol,Hyderabad,2018,Ford,Jeep,4X4,6,Base,Standard
5558,2014 Ford Fiesta Titanium+ Diesel [2011-2014],350000.0,139000.0,Diesel,Hyderabad,2014,Ford,Fiesta,Titanium+ Diesel,10,Base,Standard
5559,2015 Maruti Suzuki Swift Dzire ZXI,500000.0,39000.0,Petrol,Hyderabad,2015,Maruti,Suzuki,Swift Dzire ZXI,9,Base,Standard
5560,2016 Maruti Suzuki Alto 800 LXi,250000.0,135000.0,Petrol,Bolarum,2016,Maruti,Suzuki,Alto 800 LXi,8,Base,Standard
5561,2020 Maruti Suzuki S-Cross 2020 Zeta,847000.0,42000.0,Petrol,Kondapur,2020,Maruti,Suzuki,S-Cross  Zeta,4,Base,Standard
5562,2021 Kia Seltos HTK Plus 1.5 [2020-2021],1250000.0,34000.0,Petrol,Old Alwal Bolaram Bazar,2021,Kia,Seltos,HTK Plus 1.5,3,Base,Standard
5563,2023 Maruti Suzuki Ertiga VXi (O) CNG,1300000.0,78000.0,CNG,Uppal,2023,Maruti,Suzuki,Ertiga VXi (O) CNG,1,Base,Standard
5564,2009 Honda Jazz Select Edition Old,350000.0,45000.0,Petrol,Hyderabad,2009,Honda,Jazz,Select Edition Old,15,Base,Standard
5565,2018 Jaguar XE Prestige Diesel,3000000.0,24000.0,Diesel,Banjara Hills Hyderabad,2018,Jaguar,XE,Prestige Diesel,6,Base,Standard
5566,2016 Honda City V Diesel,730000.0,42000.0,Diesel,West Marredpally,2016,Honda,City,V Diesel,8,Base,Standard
5567,2018 Maruti Suzuki Swift VXi [2018-2019],550000.0,70000.0,Petrol,Kukkatpally,2018,Maruti,Suzuki,Swift VXi,6,Base,Standard
5568,2020 Datsun redi-GO T(O),350000.0,15351.0,Petrol,Trimulgherry H O,2020,Datsun,redi-GO,T(O),4,Base,Standard
5569,2021 Ford EcoSport Titanium + 1.5L TDCi,900000.0,100000.0,Diesel,Hyderabad,2021,Ford,EcoSport,Titanium + 1.5L TDCi,3,Base,Standard
5570,2024 Mahindra Scorpio N Z6 Diesel AT 2WD 7 STR,1300000.0,10000.0,Diesel,Saroornagar,2024,Mahindra,Scorpio,N Z6 Diesel AT 2WD 7 STR,0,Base,Standard
5571,2018 Maruti Suzuki Alto 800 LXi (O),300000.0,40000.0,Petrol,Kushaiguda,2018,Maruti,Suzuki,Alto 800 LXi (O),6,Base,Standard
5572,2022 Nissan Magnite XV Premium [2020],850000.0,4000.0,Petrol,Hyderabad,2022,Nissan,Magnite,XV Premium [2020],2,Base,Standard
5573,2021 Tata Nexon XMA Diesel,989950.0,30000.0,Diesel,Hyderabad,2021,Tata,Nexon,XMA Diesel,3,Base,Standard
5574,2014 Hyundai i20 Asta 1.4 CRDI,500000.0,140000.0,Diesel,A C Guards,2014,Hyundai,i20,Asta 1.4 CRDI,10,Base,Standard
5575,2011 Hyundai i10 Magna 1.1 LPG,250000.0,20000.0,LPG,Bowin Palle,2011,Hyundai,i10,Magna 1.1 LPG,13,Base,Standard
5576,2023 Maruti Suzuki Dzire VXi,800000.0,37000.0,Petrol,Sainikpuri,2023,Maruti,Suzuki,Dzire VXi,1,Base,Standard
5577,2018 Hyundai Elite i20 Sportz 1.2,600000.0,34340.0,Petrol,Hyderabad,2018,Hyundai,Elite,i20 Sportz 1.2,6,Sport,Standard
5578,2019 Honda Amaze 1.2 VX MT Petrol [2018-2020],650000.0,20000.0,Petrol,Icrisat,2019,Honda,Amaze,1.2 VX MT Petrol,5,Base,Standard
5579,2016 Toyota Etios Liva GD,490000.0,200000.0,Diesel,Jntu Kukat Pally,2016,Toyota,Etios,Liva GD,8,Base,Standard
5580,2022 Kia Sonet GTX Plus 1.5 Dual Tone,1400000.0,80000.0,Diesel,Gachibowli,2022,Kia,Sonet,GTX Plus 1.5 Dual Tone,2,Base,GT
5581,2017 Maruti Suzuki Ciaz Delta 1.4 MT,650000.0,57000.0,Petrol,Mathrusree Nagar,2017,Maruti,Suzuki,Ciaz Delta 1.4 MT,7,Base,Standard
5582,2021 Kia Seltos HTK Plus 1.5 [2020-2021],1250000.0,34000.0,Petrol,Old Alwal Bolaram Bazar,2021,Kia,Seltos,HTK Plus 1.5,3,Base,Standard
5583,2019 Kia Seltos GTX Plus 1.4 [2019-2020],1450000.0,48000.0,Petrol,Hyderabad,2019,Kia,Seltos,GTX Plus 1.4,5,Base,GT
5584,2018 Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2017-2020],550000.0,40000.0,Petrol,Bolarum,2018,Hyundai,Grand,i10 Sportz 1.2 Kappa VTVT,6,Sport,Standard
5585,2012 Tata Indica Vista LS Quadrajet BS IV,250000.0,97500.0,Diesel,Hyderabad,2012,Tata,Indica,Vista LS Quadrajet BS IV,12,Base,Standard
5586,2016 Honda City V Diesel,730000.0,42000.0,Diesel,West Marredpally,2016,Honda,City,V Diesel,8,Base,Standard
5587,2011 Toyota Etios Liva V,250000.0,75000.0,Petrol,Ramachandrapuram,2011,Toyota,Etios,Liva V,13,Base,Standard
5588,2010 Maruti Suzuki Swift LDi BS-IV,150000.0,100000.0,Diesel,Parwathapur,2010,Maruti,Suzuki,Swift LDi BS-IV,14,Base,Standard
5589,2016 Maruti Suzuki Baleno Delta 1.3,570000.0,101200.0,Diesel,Nizampet,2016,Maruti,Suzuki,Baleno Delta 1.3,8,Base,Standard
5590,2014 Maruti Suzuki Ritz Vxi BS-IV,400000.0,55500.0,Petrol,Tellapur,2014,Maruti,Suzuki,Ritz Vxi BS-IV,10,Base,Standard
5591,2021 Nissan Magnite XE [2020],530000.0,14600.0,Petrol,Attapur,2021,Nissan,Magnite,XE [2020],3,Base,Standard
5592,2019 Maruti Suzuki Vitara Brezza ZDi Plus,950000.0,60000.0,Diesel,Shamshabad,2019,Maruti,Suzuki,Vitara Brezza ZDi Plus,5,Base,Standard
5593,2014 Toyota Etios Cross 1.2 G,330000.0,100000.0,Petrol,L.B. Nagar Main Rd.,2014,Toyota,Etios,Cross 1.2 G,10,Base,Standard
5594,2016 Hyundai Xcent Base ABS 1.2 [2015-2016],360000.0,115000.0,Petrol,IDA Jeedimetla,2016,Hyundai,Xcent,Base ABS 1.2,8,Base,Standard
5595,2024 Mahindra XUV700 AX 3 Petrol AT 5 STR [2023-2024],1700000.0,20000.0,Petrol,Srinagar Colony,2024,Mahindra,XUV700,AX 3 Petrol AT 5 STR,0,Base,Standard
5596,2019 Hyundai Verna SX (O) 1.6 VTVT AT,1000000.0,54000.0,Petrol,Isnapur,2019,Hyundai,Verna,SX (O) 1.6 VTVT AT,5,Base,Standard
5597,1998 Tata Sierra Turbo,280000.0,175000.0,Diesel,Golconda,1998,Tata,Sierra,Turbo,26,Base,Standard
5598,2016 Maruti Suzuki Swift Dzire VDI,480000.0,135000.0,Diesel,BHEL,2016,Maruti,Suzuki,Swift Dzire VDI,8,Base,Standard
5599,2014 Maruti Suzuki Alto K10 VXi,260000.0,80000.0,Petrol,Saroornagar,2014,Maruti,Suzuki,Alto K10 VXi,10,Base,Standard
5600,2019 Hyundai Santro Sportz [2018-2020],450000.0,99000.0,Petrol,Kphb Colony,2019,Hyundai,Santro,Sportz,5,Sport,Standard
5601,2023 Tata Punch Adventure AMT,700000.0,4000.0,Petrol,Karwan,2023,Tata,Punch,Adventure AMT,1,Base,Standard
5602,2020 Datsun redi-GO T(O),350000.0,15351.0,Petrol,Trimulgherry H O,2020,Datsun,redi-GO,T(O),4,Base,Standard
5603,2024 Mahindra Scorpio N Z6 Diesel AT 2WD 7 STR,1300000.0,10000.0,Diesel,Saroornagar,2024,Mahindra,Scorpio,N Z6 Diesel AT 2WD 7 STR,0,Base,Standard
5604,2021 Kia Seltos HTK Plus 1.5 [2020-2021],1250000.0,34000.0,Petrol,Old Alwal Bolaram Bazar,2021,Kia,Seltos,HTK Plus 1.5,3,Base,Standard
5605,2016 Maruti Suzuki Swift Dzire VDI,480000.0,135000.0,Diesel,BHEL,2016,Maruti,Suzuki,Swift Dzire VDI,8,Base,Standard
5606,2023 Tata Nexon XZA Plus LUXS [2023],1450000.0,10000.0,Petrol,Hyderabad,2023,Tata,Nexon,XZA Plus LUXS [],1,Base,Standard
5607,2008 Honda Civic 1.8V MT,250000.0,138000.0,Petrol,Hyderabad,2008,Honda,Civic,1.8V MT,16,Base,Standard
5608,2023 Maruti Suzuki Baleno Zeta AGS [2022-2023],920000.0,12000.0,Petrol,Hyderabad,2023,Maruti,Suzuki,Baleno Zeta AGS,1,Base,Standard
5609,2021 Tata Nexon XMA Diesel,989950.0,30000.0,Diesel,Hyderabad,2021,Tata,Nexon,XMA Diesel,3,Base,Standard
5610,2014 Hyundai i20 Asta 1.4 CRDI,500000.0,140000.0,Diesel,A C Guards,2014,Hyundai,i20,Asta 1.4 CRDI,10,Base,Standard
